,W43_M1,W43_M1adj,W27_M1,W27_M1adj,W28_M1,W28_M1adj,W26_M1,W26_M1adj,W31_M1,W31_M1adj,W42_M1,W42_M1adj,W24_M1.1,W24_M1adj.1,W25_M1.2,W25_M1adj.2,W23_M1,W23_M1adj,W22_M1,W22_M1adj,W41_M1,W41_M1adj,W39_M1,W39_M1adj,W39_M2,W39_M2adj,W50_M1,W50_M1adj,W50_M2,W50_M2adj,W34_M1,W34_M1adj,W45_M1,W45_M1adj,W49_M1,W49_M1adj,W35_M1,W35_M1adj,W35_M2,W35_M2adj,W36_M1,W36_M1adj,W47_M1,W47_M1adj,W32_M1,W32_M1adj,W32_M2,W32_M2adj,W33_M1,W33_M1adj,W46_M1,W46_M1adj,W29_M1,W29_M1adj,W30_M1,W30_M1adj,W44_M1,W44_M1adj,W44_M2,W44_M2adj,W30_M2,W30_M2adj,W25_M2,W25_M2adj,W48_M1,W48_M1adj,W41_M2,W41_M2adj,W47_M2,W47_M2adj,W31_M2,W31_M2adj
323,68.799,68.799,,,6.88,,233.916,233.916,158.237,158.237,13.76,,,,6.88,,82.558,82.558,34.399,34.399,20.64,,27.519,,6.88,,13.76,,123.838,123.838,13.76,,34.399,34.399,674.227,674.227,,,6.88,,68.799,68.799,13.76,,495.351,495.351,433.432,433.432,6.88,,68.799,68.799,6.88,,6.88,,6.88,,,,,,1169.578,1169.578,6.88,,89.438,89.438,6.88,,901.263,901.263
324,6.88,,,,41.279,41.279,6.88,,6.88,,240.795,240.795,,,27.519,,1726.848,1726.848,6.88,,6.88,,89.438,89.438,41.279,41.279,27.519,,5228.702,5228.702,6.88,,6.88,,6.88,,,,213.276,213.276,27.519,,13.76,,6.88,,185.757,185.757,61.919,61.919,20.64,,75.679,75.679,13.76,,61.919,61.919,,,,,6.88,,82.558,82.558,6.88,,61.919,61.919,6.88,
325,612.309,612.309,,,55.039,55.039,13.76,,804.945,804.945,123.838,123.838,,,27.519,,13.76,,6.88,,82.558,82.558,1320.935,1320.935,6.88,,694.867,694.867,247.675,247.675,6.88,,20.64,,6.88,,,,6.88,,6.88,,6.88,,41.279,41.279,61.919,61.919,13.76,,6.88,,13.76,,6.88,,6.88,,,,,,6.88,,34.399,34.399,27.519,,6.88,,6.88,
326,6.88,,,,6.88,,13.76,,13.76,,185.757,185.757,,,55.039,55.039,13.76,,6.88,,6.88,,20.64,,6.88,,27.519,,61.919,61.919,116.958,116.958,6.88,,34.399,34.399,,,6.88,,20.64,,6.88,,6.88,,61.919,61.919,6.88,,20.64,,6.88,,6.88,,6.88,,,,,,6.88,,13.76,,6.88,,6.88,,13.76,
327,6.88,,,,13.76,,6.88,,6.88,,522.87,522.87,,,6.88,,6.88,,6.88,,6.88,,13.76,,199.516,199.516,13.76,,61.919,61.919,34.399,34.399,6.88,,48.159,48.159,,,6.88,,6.88,,6.88,,34.399,34.399,9287.826,9287.826,268.315,268.315,6.88,,6.88,,13.76,,6.88,,,,,,20.64,,6.88,,6.88,,213.276,213.276,27.519,
328,75.679,75.679,,,6.88,,89.438,89.438,20.64,,371.513,371.513,,,13.76,,6.88,,116.958,116.958,151.357,151.357,6.88,,13.76,,337.114,337.114,61.919,61.919,6.88,,6.88,,6.88,,,,6.88,,6.88,,6.88,,13.76,,61.919,61.919,6.88,,13.76,,13.76,,6.88,,151.357,151.357,,,,,295.834,295.834,123.838,123.838,13.76,,27.519,,110.078,110.078
329,13.76,,,,6.88,,6.88,,61.919,61.919,41.279,41.279,,,261.435,261.435,6.88,,20.64,,6.88,,6.88,,6.88,,27.519,,,,20.64,,6.88,,6.88,,,,6.88,,6.88,,27.519,,6.88,,61.919,61.919,144.477,144.477,13.76,,110.078,110.078,13.76,,6.88,,,,,,34.399,34.399,165.117,165.117,6.88,,61.919,61.919,6.88,
330,6.88,,,,6.88,,6.88,,254.555,254.555,27.519,,,,34.399,34.399,6.88,,116.958,116.958,2249.718,2249.718,34.399,34.399,6.88,,6.88,,,,6.88,,68.799,68.799,6.88,,,,6.88,,13.76,,6.88,,13.76,,433.432,433.432,536.63,536.63,227.036,227.036,20.64,,13.76,,13.76,,,,,,6.88,,6.88,,20.64,,20.64,,41.279,41.279
331,20.64,,,,6.88,,48.159,48.159,233.916,233.916,185.757,185.757,,,13.76,,6.88,,6.88,,20.64,,20.64,,6.88,,13.76,,,,6.88,,6.88,,6.88,,,,6.88,,34.399,34.399,6.88,,6.88,,61.919,61.919,2222.198,2222.198,68.799,68.799,254.555,254.555,27.519,,61.919,61.919,,,,,34.399,34.399,27.519,,20.64,,6.88,,6.88,
332,13.76,,,,61.919,61.919,454.071,454.071,41.279,41.279,75.679,75.679,,,27.519,,6.88,,6.88,,550.39,550.39,75.679,75.679,6.88,,185.757,185.757,,,6.88,,20.64,,6.88,,,,41.279,41.279,6.88,,6.88,,13.76,,61.919,61.919,13.76,,1472.292,1472.292,27.519,,6.88,,61.919,61.919,,,,,48.159,48.159,13.76,,20.64,,13.76,,75.679,75.679
333,6.88,,,,6.88,,2346.036,2346.036,6.88,,123.838,123.838,,,791.185,791.185,34.399,34.399,316.474,316.474,96.318,96.318,6.88,,34.399,34.399,13.76,,,,27.519,,6.88,,6.88,,,,68.799,68.799,392.153,392.153,6.88,,6.88,,1609.89,1609.89,6.88,,6.88,,27.519,,13.76,,6.88,,,,,,13.76,,41.279,41.279,34.399,34.399,185.757,185.757,6.88,
334,6.88,,,,13.76,,357.753,357.753,6.88,,213.276,213.276,,,13.76,,68.799,68.799,13.76,,20.64,,13.76,,13.76,,6.88,,,,6432.679,6432.679,6.88,,6.88,,,,13.76,,288.955,288.955,27.519,,6.88,,61.919,61.919,48.159,48.159,20.64,,13.76,,6.88,,27.519,,,,,,116.958,116.958,6.88,,13.76,,20.64,,48.159,48.159
335,6.88,,,,6.88,,674.227,674.227,55.039,55.039,20.64,,,,55.039,55.039,13.76,,6.88,,6.88,,337.114,337.114,178.877,178.877,6.88,,,,13.76,,27.519,,227.036,227.036,,,20.64,,275.195,275.195,13.76,,6.88,,1114.539,1114.539,13.76,,48.159,48.159,61.919,61.919,6.88,,6.88,,,,,,27.519,,6.88,,6.88,,27.519,,13.76,
336,27.519,,,,392.153,392.153,20.64,,27.519,,82.558,82.558,,,6.88,,171.997,171.997,20.64,,6.88,,6.88,,6.88,,6.88,,,,89.438,89.438,13.76,,6.88,,,,6.88,,6.88,,20.64,,13.76,,247.675,247.675,13.76,,233.916,233.916,6.88,,13.76,,158.237,158.237,,,,,130.718,130.718,6.88,,6.88,,6.88,,96.318,96.318
337,6.88,,,,48.159,48.159,6.88,,6.88,,6.88,,,,412.792,412.792,27.519,,82.558,82.558,13.76,,27.519,,763.666,763.666,82.558,82.558,,,6.88,,6.88,,6.88,,,,6.88,,233.916,233.916,13.76,,6.88,,123.838,123.838,6.88,,6.88,,20.64,,6.88,,6.88,,,,,,41.279,41.279,20.64,,6.88,,13.76,,13.76,
338,6.88,,,,13.76,,6.88,,48.159,48.159,227.036,227.036,,,6.88,,6.88,,27.519,,6.88,,6.88,,433.432,433.432,13.76,,,,6.88,,27.519,,27.519,,,,6.88,,13.76,,116.958,116.958,584.789,584.789,61.919,61.919,6.88,,6.88,,6.88,,6.88,,20.64,,,,,,6.88,,6.88,,6.88,,13.76,,41.279,41.279
339,34.399,34.399,,,6.88,,34.399,34.399,13.76,,27.519,,,,110.078,110.078,6.88,,27.519,,6.88,,13.76,,20.64,,6.88,,,,6.88,,3254.179,3254.179,27.519,,,,6.88,,144.477,144.477,6.88,,6.88,,433.432,433.432,6.88,,13.76,,6.88,,27.519,,48.159,48.159,,,,,110.078,110.078,137.597,137.597,61.919,61.919,6.88,,41.279,41.279
340,6.88,,,,6.88,,13.76,,48.159,48.159,254.555,254.555,,,13.76,,27.519,,6.88,,13.76,,6.88,,34.399,34.399,1031.981,1031.981,,,6.88,,61.919,61.919,6.88,,,,6.88,,6.88,,853.104,853.104,55.039,55.039,247.675,247.675,6.88,,6.88,,61.919,61.919,75.679,75.679,6.88,,,,,,1286.536,1286.536,20.64,,6.88,,27.519,,130.718,130.718
341,6.88,,,,20.64,,6.88,,6.88,,6.88,,,,6.88,,13.76,,6.88,,6.88,,20.64,,233.916,233.916,13.76,,,,55.039,55.039,96.318,96.318,6.88,,,,13.76,,13.76,,27.519,,6.88,,185.757,185.757,6.88,,13.76,,13.76,,13.76,,41.279,41.279,,,,,13.76,,13.76,,27.519,,20.64,,13.76,
342,6.88,,,,6.88,,144.477,144.477,261.435,261.435,55.039,55.039,,,1403.494,1403.494,330.234,330.234,6.88,,20.64,,27.519,,27.519,,6.88,,,,68.799,68.799,55.039,55.039,123.838,123.838,,,13.76,,13.76,,13.76,,34.399,34.399,123.838,123.838,6.88,,13.76,,20.64,,6.88,,6.88,,,,,,13.76,,6.88,,68.799,68.799,6.88,,34.399,34.399
343,68.799,68.799,,,6.88,,55.039,55.039,6.88,,6.88,,,,82.558,82.558,165.117,165.117,158.237,158.237,20.64,,27.519,,6.88,,6.88,,,,6.88,,6.88,,27.519,,,,6.88,,6.88,,6.88,,908.143,908.143,61.919,61.919,20.64,,6.88,,27.519,,6.88,,27.519,,,,,,55.039,55.039,34.399,34.399,3095.942,3095.942,20.64,,55.039,55.039
344,103.198,103.198,,,82.558,82.558,20.64,,13.76,,20.64,,,,6.88,,82.558,82.558,103.198,103.198,13.76,,6.88,,6.88,,6.88,,,,13.76,,20.64,,6.88,,,,20.64,,55.039,55.039,6.88,,6.88,,61.919,61.919,6.88,,6.88,,27.519,,213.276,213.276,6.88,,,,,,55.039,55.039,213.276,213.276,13.76,,6.88,,6.88,
345,343.994,343.994,,,41.279,41.279,13.76,,6.88,,,,,,13.76,,82.558,82.558,41.279,41.279,20.64,,20.64,,13.76,,27.519,,,,34.399,34.399,13.76,,27.519,,,,6570.277,6570.277,6.88,,6.88,,6.88,,123.838,123.838,27.519,,6.88,,123.838,123.838,27.519,,6.88,,,,,,6.88,,233.916,233.916,13.76,,171.997,171.997,20.64,
346,48.159,48.159,,,6.88,,6.88,,158.237,158.237,,,,,6.88,,13.76,,6.88,,178.877,178.877,68.799,68.799,34.399,34.399,13.76,,,,6.88,,6.88,,34.399,34.399,,,6.88,,6.88,,6.88,,6.88,,61.919,61.919,6.88,,6.88,,27.519,,6.88,,34.399,34.399,,,,,529.75,529.75,116.958,116.958,34.399,34.399,1004.461,1004.461,20.64,
347,6.88,,,,6.88,,6.88,,55.039,55.039,,,,,6.88,,474.711,474.711,6.88,,13.76,,6.88,,330.234,330.234,6.88,,,,20.64,,20.64,,20.64,,,,6.88,,6.88,,6.88,,6.88,,61.919,61.919,6.88,,13.76,,6.88,,6.88,,34.399,34.399,,,,,185.757,185.757,34.399,34.399,6.88,,6.88,,137.597,137.597
348,6.88,,,,6.88,,130.718,130.718,68.799,68.799,,,,,68.799,68.799,27.519,,20.64,,27.519,,687.987,687.987,34.399,34.399,41.279,41.279,,,20.64,,13.76,,34.399,34.399,,,6.88,,13.76,,34.399,34.399,34.399,34.399,61.919,61.919,330.234,330.234,6.88,,6.88,,13.76,,6.88,,,,,,6.88,,364.633,364.633,6.88,,2634.991,2634.991,6.88,
349,6.88,,,,6.88,,6.88,,20.64,,,,,,41.279,41.279,41.279,41.279,27.519,,61.919,61.919,110.078,110.078,75.679,75.679,6.88,,,,275.195,275.195,130.718,130.718,20.64,,,,20.64,,6.88,,6.88,,6.88,,123.838,123.838,6.88,,6.88,,282.075,282.075,27.519,,6.88,,,,,,240.795,240.795,27.519,,6.88,,13.76,,6.88,
350,6.88,,,,48.159,48.159,6.88,,6.88,,,,,,949.422,949.422,20.64,,6.88,,68.799,68.799,6.88,,6.88,,61.919,61.919,,,27.519,,82.558,82.558,13.76,,,,13.76,,13.76,,13.76,,144.477,144.477,61.919,61.919,6.88,,55.039,55.039,6.88,,171.997,171.997,48.159,48.159,,,,,6.88,,20.64,,75.679,75.679,6.88,,6.88,
351,144.477,144.477,,,6.88,,2387.315,2387.315,6.88,,,,,,6.88,,6.88,,20.64,,171.997,171.997,20.64,,48.159,48.159,171.997,171.997,,,1953.883,1953.883,6.88,,13.76,,,,6.88,,27.519,,6.88,,6.88,,61.919,61.919,144.477,144.477,6.88,,27.519,,6.88,,6.88,,,,,,6.88,,798.065,798.065,6.88,,41.279,41.279,6.88,
352,6.88,,,,6.88,,41.279,41.279,48.159,48.159,,,,,6.88,,6.88,,6.88,,6.88,,13.76,,13.76,,6.88,,,,13.76,,27.519,,13.76,,,,6.88,,48.159,48.159,20.64,,6.88,,2428.594,2428.594,6.88,,488.471,488.471,6.88,,20.64,,6.88,,,,,,6.88,,34.399,34.399,41.279,41.279,20.64,,41.279,41.279
353,6.88,,,,6.88,,13.76,,137.597,137.597,,,,,6.88,,68.799,68.799,144.477,144.477,75.679,75.679,6.88,,34.399,34.399,27.519,,,,68.799,68.799,13.76,,6.88,,,,20.64,,13.76,,27.519,,41.279,41.279,61.919,61.919,48.159,48.159,1190.218,1190.218,6.88,,6.88,,192.636,192.636,,,,,20.64,,20.64,,5517.657,5517.657,61.919,61.919,13.76,
354,130.718,130.718,,,103.198,103.198,6.88,,61.919,61.919,,,,,27.519,,130.718,130.718,68.799,68.799,6.88,,6.88,,13.76,,6.88,,,,6.88,,20.64,,41.279,41.279,,,6.88,,6.88,,34.399,34.399,6.88,,185.757,185.757,6.88,,6.88,,6.88,,6.88,,543.51,543.51,,,,,6.88,,68.799,68.799,6.88,,13.76,,6.88,
355,6.88,,,,6.88,,13.76,,13.76,,,,,,27.519,,6.88,,6.88,,6.88,,20.64,,323.354,323.354,48.159,48.159,,,20.64,,27.519,,6.88,,,,171.997,171.997,1038.861,1038.861,75.679,75.679,13.76,,185.757,185.757,6.88,,20.64,,1031.981,1031.981,6.88,,6.88,,,,,,110.078,110.078,6.88,,13.76,,20.64,,6.88,
356,48.159,48.159,,,6.88,,6.88,,6.88,,,,,,667.347,667.347,6.88,,6.88,,6.88,,6.88,,20.64,,20.64,,,,522.87,522.87,13.76,,158.237,158.237,,,6.88,,6.88,,6.88,,6.88,,495.351,495.351,34.399,34.399,6.88,,6.88,,34.399,34.399,13.76,,,,,,6.88,,13.76,,27.519,,6.88,,20.64,
357,110.078,110.078,,,6.88,,13.76,,103.198,103.198,,,,,6.88,,13.76,,6.88,,6.88,,1045.74,1045.74,6.88,,13.76,,,,192.636,192.636,103.198,103.198,13.76,,,,6.88,,612.309,612.309,6.88,,6.88,,247.675,247.675,13.76,,13.76,,75.679,75.679,6.88,,13.76,,,,,,2359.796,2359.796,13.76,,6.88,,6.88,,75.679,75.679
358,13.76,,,,20.64,,1382.854,1382.854,13.76,,,,,,6.88,,41.279,41.279,13.76,,6.88,,61.919,61.919,48.159,48.159,6.88,,,,6.88,,4430.637,4430.637,27.519,,,,20.64,,13.76,,247.675,247.675,6.88,,371.513,371.513,20.64,,20.64,,13.76,,6.88,,6.88,,,,,,34.399,34.399,27.519,,6.88,,13.76,,6.88,
359,20.64,,,,6.88,,41.279,41.279,13.76,,,,,,89.438,89.438,48.159,48.159,6.88,,6.88,,165.117,165.117,68.799,68.799,6.88,,,,34.399,34.399,6.88,,27.519,,,,6.88,,206.396,206.396,6.88,,6.88,,61.919,61.919,27.519,,123.838,123.838,55.039,55.039,13.76,,13.76,,,,,,6.88,,34.399,34.399,6.88,,791.185,791.185,20.64,
360,41.279,41.279,,,6.88,,13.76,,151.357,151.357,,,,,13.76,,6.88,,6.88,,213.276,213.276,6.88,,13.76,,6.88,,,,6.88,,302.714,302.714,41.279,41.279,,,20.64,,20.64,,13.76,,34.399,34.399,123.838,123.838,6.88,,6.88,,89.438,89.438,13.76,,6.88,,,,,,96.318,96.318,6.88,,770.546,770.546,13.76,,13.76,
361,282.075,282.075,,,27.519,,6.88,,6.88,,,,,,55.039,55.039,6.88,,6.88,,6.88,,6.88,,13.76,,103.198,103.198,,,20.64,,27.519,,41.279,41.279,,,185.757,185.757,13.76,,6.88,,6.88,,68.799,68.799,6.88,,6.88,,20.64,,6.88,,6.88,,,,,,27.519,,13.76,,6.88,,13.76,,27.519,
362,20.64,,,,27.519,,364.633,364.633,68.799,68.799,,,,,6.88,,6.88,,55.039,55.039,6.88,,68.799,68.799,13.76,,137.597,137.597,,,6.88,,337.114,337.114,6.88,,,,6.88,,6.88,,6.88,,165.117,165.117,61.919,61.919,6.88,,20.64,,27.519,,13.76,,6.88,,,,,,6.88,,1444.773,1444.773,13.76,,20.64,,6.88,
363,632.948,632.948,,,6.88,,6.88,,6.88,,,,,,502.231,502.231,6.88,,34.399,34.399,309.594,309.594,171.997,171.997,61.919,61.919,61.919,61.919,,,6.88,,13.76,,13.76,,,,6.88,,6.88,,6.88,,6.88,,61.919,61.919,13.76,,6.88,,158.237,158.237,6.88,,1719.968,1719.968,,,,,6.88,,185.757,185.757,13.76,,6.88,,6.88,
364,6.88,,,,6.88,,6.88,,13.76,,,,,,34.399,34.399,6.88,,27.519,,6.88,,13.76,,6.88,,13.76,,,,171.997,171.997,6.88,,6.88,,,,6.88,,6.88,,6.88,,27.519,,185.757,185.757,6.88,,20.64,,185.757,185.757,55.039,55.039,6.88,,,,,,13.76,,20.64,,6.88,,6.88,,337.114,337.114
365,137.597,137.597,,,96.318,96.318,6.88,,6.88,,,,,,27.519,,6.88,,55.039,55.039,6.88,,6.88,,6.88,,6.88,,,,6.88,,13.76,,27.519,,,,6.88,,55.039,55.039,13.76,,13.76,,619.188,619.188,6.88,,6.88,,13.76,,6.88,,13.76,,,,,,20.64,,61.919,61.919,20.64,,41.279,41.279,6.88,
366,171.997,171.997,,,399.033,399.033,6.88,,55.039,55.039,,,,,859.984,859.984,316.474,316.474,20.64,,55.039,55.039,13.76,,27.519,,27.519,,,,27.519,,6.88,,13.76,,,,6.88,,6.88,,6.88,,27.519,,123.838,123.838,6.88,,27.519,,178.877,178.877,433.432,433.432,6.88,,,,,,6.88,,522.87,522.87,110.078,110.078,13.76,,89.438,89.438
367,34.399,34.399,,,6.88,,27.519,,364.633,364.633,,,,,6.88,,6.88,,13.76,,13.76,,6.88,,20.64,,6.88,,,,13.76,,6.88,,6.88,,,,6.88,,13.76,,34.399,34.399,27.519,,185.757,185.757,6.88,,13.76,,6.88,,20.64,,13.76,,,,,,6.88,,34.399,34.399,6.88,,357.753,357.753,61.919,61.919
368,20.64,,,,123.838,123.838,6.88,,27.519,,,,,,6.88,,6.88,,110.078,110.078,27.519,,6.88,,110.078,110.078,34.399,34.399,,,13.76,,27.519,,976.942,976.942,,,6.88,,130.718,130.718,,,564.149,564.149,1857.565,1857.565,55.039,55.039,20.64,,543.51,543.51,6.88,,144.477,144.477,,,,,1004.461,1004.461,55.039,55.039,27.519,,41.279,41.279,6.88,
369,34.399,34.399,,,20.64,,151.357,151.357,27.519,,,,,,6.88,,6.88,,27.519,,13.76,,6.88,,6.88,,48.159,48.159,,,34.399,34.399,6.88,,6.88,,,,20.64,,55.039,55.039,,,206.396,206.396,123.838,123.838,6.88,,27.519,,6.88,,61.919,61.919,20.64,,,,,,6.88,,48.159,48.159,13.76,,13.76,,6.88,
370,27.519,,,,6.88,,6.88,,6.88,,,,,,6.88,,13.76,,6.88,,6.88,,68.799,68.799,6.88,,116.958,116.958,,,6.88,,6.88,,27.519,,,,6.88,,48.159,48.159,,,598.549,598.549,61.919,61.919,130.718,130.718,6.88,,6.88,,268.315,268.315,144.477,144.477,,,,,6.88,,6.88,,130.718,130.718,27.519,,20.64,
371,385.273,385.273,,,20.64,,6.88,,660.468,660.468,,,,,110.078,110.078,13.76,,82.558,82.558,6.88,,2235.958,2235.958,213.276,213.276,20.64,,,,6.88,,68.799,68.799,82.558,82.558,,,13.76,,13.76,,,,20.64,,433.432,433.432,6.88,,61.919,61.919,6.88,,13.76,,20.64,,,,,,6.88,,68.799,68.799,13.76,,158.237,158.237,6.88,
372,6.88,,,,6.88,,13.76,,6.88,,,,,,20.64,,13.76,,55.039,55.039,20.64,,96.318,96.318,41.279,41.279,34.399,34.399,,,41.279,41.279,6.88,,6.88,,,,6.88,,6.88,,,,6.88,,123.838,123.838,13.76,,27.519,,20.64,,185.757,185.757,6.88,,,,,,419.672,419.672,89.438,89.438,27.519,,116.958,116.958,13.76,
373,6.88,,,,6.88,,20.64,,96.318,96.318,,,,,6.88,,412.792,412.792,27.519,,34.399,34.399,1389.734,1389.734,6.88,,20.64,,,,6.88,,6.88,,6.88,,,,6.88,,34.399,34.399,,,302.714,302.714,61.919,61.919,151.357,151.357,13.76,,378.393,378.393,158.237,158.237,13.76,,,,,,1059.5,1059.5,488.471,488.471,20.64,,6.88,,6.88,
374,20.64,,,,165.117,165.117,1995.163,1995.163,6.88,,,,,,481.591,481.591,6.88,,13.76,,6.88,,6.88,,6.88,,110.078,110.078,,,6.88,,6.88,,20.64,,,,6.88,,412.792,412.792,,,6.88,,61.919,61.919,13.76,,6.88,,20.64,,6.88,,6.88,,,,,,55.039,55.039,41.279,41.279,1238.377,1238.377,6.88,,6.88,
375,13.76,,,,20.64,,6.88,,13.76,,,,,,20.64,,27.519,,6.88,,165.117,165.117,6.88,,6.88,,6.88,,,,48.159,48.159,6.88,,13.76,,,,6.88,,68.799,68.799,,,41.279,41.279,61.919,61.919,130.718,130.718,6.88,,6.88,,41.279,41.279,13.76,,,,,,144.477,144.477,6.88,,11668.261,11668.261,13.76,,6.88,
376,6.88,,,,6.88,,6.88,,20.64,,,,,,6.88,,13.76,,6.88,,32266.595,32266.595,6.88,,6.88,,27.519,,,,13.76,,6.88,,48.159,48.159,,,6.88,,1217.737,1217.737,,,6.88,,61.919,61.919,6.88,,6.88,,41.279,41.279,6.88,,6.88,,,,,,4238.001,4238.001,13.76,,82.558,82.558,27.519,,13.76,
377,13.76,,,,27.519,,6.88,,13.76,,,,,,6.88,,13.76,,6.88,,6.88,,6.88,,13.76,,6.88,,,,6.88,,6.88,,13.76,,,,6.88,,13.76,,,,27.519,,557.27,557.27,96.318,96.318,6.88,,13.76,,6.88,,13.76,,,,,,27.519,,20.64,,6.88,,6.88,,27.519,
378,13.76,,,,185.757,185.757,6.88,,13.76,,,,,,27.519,,75.679,75.679,13.76,,55.039,55.039,6.88,,20.64,,41.279,41.279,,,20.64,,20.64,,6.88,,,,6.88,,6.88,,,,82.558,82.558,61.919,61.919,1080.14,1080.14,116.958,116.958,151.357,151.357,27.519,,6.88,,,,,,6.88,,6.88,,6.88,,6.88,,20.64,
379,6.88,,,,6.88,,55.039,55.039,20.64,,,,,,48.159,48.159,6.88,,6.88,,20.64,,6.88,,13.76,,13.76,,,,13.76,,27.519,,6.88,,,,103.198,103.198,6.88,,,,75.679,75.679,61.919,61.919,6.88,,13.76,,6.88,,137.597,137.597,6.88,,,,,,13.76,,158.237,158.237,6.88,,6.88,,6.88,
380,13.76,,,,6.88,,6.88,,61.919,61.919,,,,,6.88,,6.88,,48.159,48.159,6.88,,110.078,110.078,13.76,,13.76,,,,6.88,,20.64,,6.88,,,,6.88,,6.88,,,,6.88,,61.919,61.919,261.435,261.435,103.198,103.198,6.88,,27.519,,6.88,,,,,,20.64,,34.399,34.399,6.88,,13.76,,178.877,178.877
381,6.88,,,,27.519,,13.76,,928.783,928.783,,,,,41.279,41.279,6.88,,13.76,,34.399,34.399,48.159,48.159,20.64,,41.279,41.279,,,6.88,,13.76,,6.88,,,,6.88,,130.718,130.718,,,6.88,,61.919,61.919,6.88,,6.88,,6.88,,13.76,,13.76,,,,,,20.64,,96.318,96.318,34.399,34.399,48.159,48.159,27.519,
382,6.88,,,,316.474,316.474,6.88,,20.64,,,,,,20.64,,6.88,,27.519,,27.519,,268.315,268.315,6.88,,6.88,,,,13.76,,34.399,34.399,192.636,192.636,,,55.039,55.039,20.64,,,,20.64,,557.27,557.27,2387.315,2387.315,6.88,,6.88,,6.88,,6.88,,,,,,3226.66,3226.66,171.997,171.997,6.88,,20.64,,811.825,811.825
383,55.039,55.039,,,6.88,,34.399,34.399,165.117,165.117,,,,,192.636,192.636,6.88,,6.88,,6.88,,123.838,123.838,89.438,89.438,116.958,116.958,,,13.76,,144.477,144.477,27.519,,,,6.88,,13.76,,,,6.88,,433.432,433.432,13.76,,20.64,,20.64,,13.76,,963.182,963.182,,,,,6.88,,6.88,,27.519,,41.279,41.279,6.88,
384,34.399,34.399,,,123.838,123.838,13.76,,130.718,130.718,,,,,6.88,,41.279,41.279,13.76,,6.88,,61.919,61.919,6.88,,13.76,,,,6.88,,55.039,55.039,27.519,,,,89.438,89.438,6.88,,,,6.88,,433.432,433.432,6.88,,268.315,268.315,13.76,,6.88,,6.88,,,,,,6.88,,48.159,48.159,34.399,34.399,6.88,,1038.861,1038.861
385,6.88,,,,192.636,192.636,27.519,,158.237,158.237,,,,,13.76,,6.88,,6.88,,6.88,,,,13.76,,13.76,,,,20.64,,6.88,,20.64,,,,13.76,,206.396,206.396,,,220.156,220.156,61.919,61.919,34.399,34.399,41.279,41.279,13.76,,6.88,,20.64,,,,,,171.997,171.997,,,13.76,,20.64,,41.279,41.279
386,61.919,61.919,,,89.438,89.438,6.88,,110.078,110.078,,,,,13.76,,89.438,89.438,27.519,,6.88,,,,20.64,,20.64,,,,34.399,34.399,6.88,,233.916,233.916,,,6.88,,41.279,41.279,,,6.88,,4767.751,4767.751,27.519,,13.76,,13.76,,13.76,,20.64,,,,,,13.76,,,,584.789,584.789,96.318,96.318,6.88,
387,13.76,,,,34.399,34.399,103.198,103.198,6.88,,,,,,6.88,,6.88,,130.718,130.718,55.039,55.039,,,20.64,,6.88,,,,6.88,,68.799,68.799,41.279,41.279,,,41.279,41.279,13.76,,,,6.88,,185.757,185.757,6.88,,220.156,220.156,20.64,,6.88,,137.597,137.597,,,,,1025.101,1025.101,,,6.88,,467.831,467.831,27.519,
388,89.438,89.438,,,75.679,75.679,6.88,,158.237,158.237,,,,,6.88,,6.88,,27.519,,6.88,,,,6.88,,75.679,75.679,,,20.64,,110.078,110.078,13.76,,,,6.88,,6.88,,,,6.88,,61.919,61.919,68.799,68.799,206.396,206.396,6.88,,13.76,,68.799,68.799,,,,,34.399,34.399,,,27.519,,6.88,,27.519,
389,233.916,233.916,,,82.558,82.558,6.88,,61.919,61.919,,,,,103.198,103.198,82.558,82.558,13.76,,6.88,,,,61.919,61.919,13.76,,,,6.88,,27.519,,6.88,,,,13.76,,13.76,,,,13.76,,185.757,185.757,6.88,,6.88,,6.88,,103.198,103.198,6.88,,,,,,853.104,853.104,,,55.039,55.039,6.88,,20.64,
390,123.838,123.838,,,6.88,,6.88,,6.88,,,,,,6.88,,48.159,48.159,27.519,,48.159,48.159,,,6.88,,41.279,41.279,,,20.64,,20.64,,20.64,,,,454.071,454.071,6.88,,,,213.276,213.276,123.838,123.838,27.519,,68.799,68.799,6.88,,6.88,,13.76,,,,,,660.468,660.468,,,6.88,,227.036,227.036,34.399,34.399
391,96.318,96.318,,,240.795,240.795,378.393,378.393,13.76,,,,,,199.516,199.516,27.519,,27.519,,41.279,41.279,,,6.88,,20.64,,,,27.519,,6.88,,48.159,48.159,,,20.64,,20.64,,,,13.76,,123.838,123.838,6.88,,41.279,41.279,6.88,,6.88,,75.679,75.679,,,,,20.64,,,,27.519,,660.468,660.468,13.76,
392,6.88,,,,103.198,103.198,61.919,61.919,6.88,,,,,,13.76,,13.76,,20.64,,6.88,,,,378.393,378.393,1802.526,1802.526,,,6.88,,110.078,110.078,6.88,,,,6.88,,13.76,,,,116.958,116.958,100576.834,100576.834,6.88,,6.88,,116.958,116.958,13.76,,6.88,,,,,,6.88,,,,6.88,,20.64,,6.88,
